timestamp,regime,ticker,weight_pct,rmb_payload,usd_payload,current_price,drawdown_pct,volatility_90d,momentum_z,composite_score
2026-05-23T00:00:00,CRISIS,SMH,45.0937,3382.03,466.4869,579.7840,0.4663,36.1468,2.8523,0.1655
2026-05-23T00:00:00,CRISIS,QQQM,47.7524,3581.43,493.9900,296.4900,0.2758,18.6058,3.1501,0.1753
2026-05-23T00:00:00,CRISIS,URA,7.1539,536.54,74.0059,49.3400,20.7771,55.9135,0.0181,0.7774
2026-05-23T00:00:00,CRISIS,SGOV,0.0000,0.00,0.0000,100.6200,0.1290,0.9514,1.0053,0.3010
2026-05-23T00:00:00,EUPHORIA,SMH,38.1193,2858.95,394.3377,579.0100,0.5991,36.1305,2.8416,0.1692
2026-05-23T00:00:00,EUPHORIA,QQQM,39.7262,2979.46,410.9603,296.3550,0.3212,18.6018,3.1408,0.1763
2026-05-23T00:00:00,EUPHORIA,URA,7.1545,536.59,74.0124,49.2900,20.8574,55.9086,0.0087,0.7778
2026-05-23T00:00:00,EUPHORIA,SGOV,15.0000,1125.00,155.1724,100.6250,0.1241,0.9520,1.0568,0.2982
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SMH,35.6799,2675.99,369.1024,578.7900,0.6369,36.1261,2.8386,0.1703
2026-05-23T00:00:00,FRAGILE_EUPHORIA,QQQM,36.9591,2771.94,382.3360,296.3500,0.3229,18.6016,3.1404,0.1764
2026-05-23T00:00:00,FRAGILE_EUPHORIA,URA,2.3610,177.07,24.4237,49.3000,20.8414,55.9096,0.0106,0.7778
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SGOV,25.0000,1875.00,258.6207,100.6300,0.1191,0.9526,1.1083,0.2956
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SMH,35.3874,2654.05,366.0761,579.7000,0.4807,36.1450,2.8512,0.1658
2026-05-23T00:00:00,FRAGILE_EUPHORIA,QQQM,37.2515,2793.86,385.3605,296.5700,0.2489,18.6084,3.1555,0.1746
2026-05-23T00:00:00,FRAGILE_EUPHORIA,URA,2.3611,177.08,24.4254,49.2550,20.9136,55.9055,0.0020,0.7782
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SGOV,25.0000,1875.00,258.6207,100.6230,0.1261,0.9517,1.0362,0.2993
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SMH,35.4705,2660.28,366.9358,579.1800,0.5700,36.1340,2.8440,0.1682
2026-05-23T00:00:00,FRAGILE_EUPHORIA,QQQM,37.1681,2787.61,384.4977,296.3500,0.3229,18.6016,3.1404,0.1763
2026-05-23T00:00:00,FRAGILE_EUPHORIA,URA,2.3614,177.11,24.4286,49.1600,21.0662,55.8983,-0.0160,0.7791
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SGOV,25.0000,1875.00,258.6207,100.6250,0.1241,0.9520,1.0568,0.2982
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SMH,35.5134,2663.51,367.3802,579.0500,0.5923,36.1313,2.8422,0.1689
2026-05-23T00:00:00,FRAGILE_EUPHORIA,QQQM,37.1252,2784.39,384.0537,296.3200,0.3330,18.6008,3.1384,0.1765
2026-05-23T00:00:00,FRAGILE_EUPHORIA,URA,2.3614,177.10,24.4282,49.1730,21.0453,55.8992,-0.0135,0.7790
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SGOV,25.0000,1875.00,258.6207,100.6270,0.1221,0.9522,1.0774,0.2971
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SMH,35.4976,2662.32,367.2169,579.3100,0.5476,36.1367,2.8458,0.1677
2026-05-23T00:00:00,FRAGILE_EUPHORIA,QQQM,37.1411,2785.58,384.2185,296.4600,0.2859,18.6049,3.1480,0.1754
2026-05-23T00:00:00,FRAGILE_EUPHORIA,URA,2.3612,177.09,24.4267,49.2200,20.9698,55.9027,-0.0046,0.7785
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SGOV,25.0000,1875.00,258.6207,100.6200,0.1290,0.9514,1.0053,0.3009
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SMH,36.5135,2738.52,377.7263,576.7300,0.9906,36.0904,2.8101,0.1799
2026-05-23T00:00:00,FRAGILE_EUPHORIA,QQQM,36.4865,2736.48,377.4461,295.9100,0.4709,18.5905,3.1102,0.1798
2026-05-23T00:00:00,FRAGILE_EUPHORIA,URA,2.0000,150.00,20.6897,49.1500,21.0822,55.8977,-0.0179,0.7792
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SGOV,25.0000,1875.00,258.6207,100.6300,0.1191,0.9526,1.1083,0.2955
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SMH,36.3006,2722.55,375.5239,577.1100,0.9253,36.0963,2.8154,0.1780
2026-05-23T00:00:00,FRAGILE_EUPHORIA,QQQM,36.6994,2752.45,379.6486,295.8840,0.4796,18.5900,3.1084,0.1800
2026-05-23T00:00:00,FRAGILE_EUPHORIA,URA,2.0000,150.00,20.6897,49.0700,21.2107,55.8932,-0.0330,0.7799
2026-05-23T00:00:00,FRAGILE_EUPHORIA,SGOV,25.0000,1875.00,258.6207,100.6250,0.1241,0.9520,1.0568,0.2982
